anchor_date,split,event_id,hazard_label,event_start,event_end,event_node_index,optical_acquisition_dates,optical_item_ids,thermal_slot_dates,velocity_source_years,snapshot_sha256
2021-04-26,validation,shisper_2021_glof,1.0,2021-05-10,2021-05-20,62,2021-03-31T05:46:39.024000+00:00|2021-04-10T05:46:39.024000+00:00|2021-04-20T05:46:29.024000+00:00|2021-04-25T05:46:31.024000+00:00,S2B_MSIL2A_20210331T054639_R048_T43SDA_20210331T143729|S2B_MSIL2A_20210410T054639_R048_T43SDA_20210411T094858|S2B_MSIL2A_20210420T054629_R048_T43SDA_20210421T165950|S2A_MSIL2A_20210425T054631_R048_T43SDA_20210426T042859,2021-03-30|2021-04-07|2021-04-15|2021-04-23,2017|2018|2019|2020,1b515fc56e7532c9cd87114657801666f68b61ffa0faaa419583fd6be0534f3f
2021-05-04,validation,shisper_2021_glof,1.0,2021-05-10,2021-05-20,62,2021-03-31T05:46:39.024000+00:00|2021-04-10T05:46:39.024000+00:00|2021-04-20T05:46:29.024000+00:00|2021-04-25T05:46:31.024000+00:00|2021-04-30T05:46:39.024000+00:00,S2B_MSIL2A_20210331T054639_R048_T43SDA_20210331T143729|S2B_MSIL2A_20210410T054639_R048_T43SDA_20210411T094858|S2B_MSIL2A_20210420T054629_R048_T43SDA_20210421T165950|S2A_MSIL2A_20210425T054631_R048_T43SDA_20210426T042859|S2B_MSIL2A_20210430T054639_R048_T43SDA_20210430T204313,2021-04-07|2021-04-15|2021-04-23|2021-05-01,2017|2018|2019|2020,669f72abacc681ba4b29c9b51f45bfc0ae3a2b3d5740c68150569e1561515f2e
2022-03-01,test,shisper_2022_glof,0.0,2022-05-07,2022-05-07,62,2022-01-15T05:51:59.024000+00:00|2022-01-20T05:51:51.024000+00:00|2022-01-30T05:51:01.024000+00:00|2022-02-04T05:50:29.024000+00:00|2022-02-09T05:50:01.024000+00:00|2022-02-14T05:49:29.024000+00:00|2022-02-19T05:49:01.024000+00:00|2022-02-24T05:48:19.024000+00:00,S2B_MSIL2A_20220115T055159_R048_T43SDA_20220115T174730|S2A_MSIL2A_20220120T055151_R048_T43SDA_20220120T212855|S2A_MSIL2A_20220130T055101_R048_T43SDA_20220214T112555|S2B_MSIL2A_20220204T055029_R048_T43SDA_20240521T201814|S2A_MSIL2A_20220209T055001_R048_T43SDA_20220220T184933|S2B_MSIL2A_20220214T054929_R048_T43SDA_20220223T011616|S2A_MSIL2A_20220219T054901_R048_T43SDA_20220225T075256|S2B_MSIL2A_20220224T054819_R048_T43SDA_20240515T233430,2022-02-02|2022-02-10|2022-02-18|2022-02-26,2018|2019|2020|2021,2865ac65e50d6e106a179c36911e039472e82d08499057a9d2a3d31e02812e2b
2022-03-09,test,shisper_2022_glof,0.0,2022-05-07,2022-05-07,62,2022-01-30T05:51:01.024000+00:00|2022-02-04T05:50:29.024000+00:00|2022-02-09T05:50:01.024000+00:00|2022-02-14T05:49:29.024000+00:00|2022-02-19T05:49:01.024000+00:00|2022-02-24T05:48:19.024000+00:00,S2A_MSIL2A_20220130T055101_R048_T43SDA_20220214T112555|S2B_MSIL2A_20220204T055029_R048_T43SDA_20240521T201814|S2A_MSIL2A_20220209T055001_R048_T43SDA_20220220T184933|S2B_MSIL2A_20220214T054929_R048_T43SDA_20220223T011616|S2A_MSIL2A_20220219T054901_R048_T43SDA_20220225T075256|S2B_MSIL2A_20220224T054819_R048_T43SDA_20240515T233430,2022-02-10|2022-02-18|2022-02-26|2022-03-06,2018|2019|2020|2021,c441199a65c3a39b61d7c6d8387763b62f7046c881c3a9e453480fc5f89cb027
2022-03-17,test,shisper_2022_glof,0.0,2022-05-07,2022-05-07,62,2022-01-30T05:51:01.024000+00:00|2022-02-04T05:50:29.024000+00:00|2022-02-09T05:50:01.024000+00:00|2022-02-14T05:49:29.024000+00:00|2022-02-19T05:49:01.024000+00:00|2022-02-24T05:48:19.024000+00:00|2022-03-11T05:46:41.024000+00:00|2022-03-16T05:46:39.024000+00:00,S2A_MSIL2A_20220130T055101_R048_T43SDA_20220214T112555|S2B_MSIL2A_20220204T055029_R048_T43SDA_20240521T201814|S2A_MSIL2A_20220209T055001_R048_T43SDA_20220220T184933|S2B_MSIL2A_20220214T054929_R048_T43SDA_20220223T011616|S2A_MSIL2A_20220219T054901_R048_T43SDA_20220225T075256|S2B_MSIL2A_20220224T054819_R048_T43SDA_20240515T233430|S2A_MSIL2A_20220311T054641_R048_T43SDA_20220312T030037|S2B_MSIL2A_20220316T054639_R048_T43SDA_20240524T004919,2022-02-18|2022-02-26|2022-03-06|2022-03-14,2018|2019|2020|2021,68019ccfb3b79ecb116510ba83a5899a2dee47d1d08b6db98e90b2643b4d985a
2022-03-25,test,shisper_2022_glof,0.0,2022-05-07,2022-05-07,62,2022-02-09T05:50:01.024000+00:00|2022-02-14T05:49:29.024000+00:00|2022-02-19T05:49:01.024000+00:00|2022-02-24T05:48:19.024000+00:00|2022-03-11T05:46:41.024000+00:00|2022-03-16T05:46:39.024000+00:00|2022-03-21T05:46:41.024000+00:00,S2A_MSIL2A_20220209T055001_R048_T43SDA_20220220T184933|S2B_MSIL2A_20220214T054929_R048_T43SDA_20220223T011616|S2A_MSIL2A_20220219T054901_R048_T43SDA_20220225T075256|S2B_MSIL2A_20220224T054819_R048_T43SDA_20240515T233430|S2A_MSIL2A_20220311T054641_R048_T43SDA_20220312T030037|S2B_MSIL2A_20220316T054639_R048_T43SDA_20240524T004919|S2A_MSIL2A_20220321T054641_R048_T43SDA_20240522T053656,2022-02-26|2022-03-06|2022-03-14|2022-03-22,2018|2019|2020|2021,e2a8fb06f1ed3a39e78f9dde878af61ecacc7b5e1c022b2cbc38154a7e5f0c07
2022-04-02,test,shisper_2022_glof,0.0,2022-05-07,2022-05-07,62,2022-02-14T05:49:29.024000+00:00|2022-02-19T05:49:01.024000+00:00|2022-02-24T05:48:19.024000+00:00|2022-03-11T05:46:41.024000+00:00|2022-03-16T05:46:39.024000+00:00|2022-03-21T05:46:41.024000+00:00|2022-03-26T05:46:39.024000+00:00|2022-03-31T05:46:41.024000+00:00,S2B_MSIL2A_20220214T054929_R048_T43SDA_20220223T011616|S2A_MSIL2A_20220219T054901_R048_T43SDA_20220225T075256|S2B_MSIL2A_20220224T054819_R048_T43SDA_20240515T233430|S2A_MSIL2A_20220311T054641_R048_T43SDA_20220312T030037|S2B_MSIL2A_20220316T054639_R048_T43SDA_20240524T004919|S2A_MSIL2A_20220321T054641_R048_T43SDA_20240522T053656|S2B_MSIL2A_20220326T054639_R048_T43SDA_20220326T141901|S2A_MSIL2A_20220331T054641_R048_T43SDA_20240522T143246,2022-03-06|2022-03-14|2022-03-22|2022-03-30,2018|2019|2020|2021,0703b1ae65623672295896a9cc19248c82ecb29f0d5a1e914d49f1826b8e82e3
2022-04-10,test,shisper_2022_glof,1.0,2022-05-07,2022-05-07,62,2022-02-24T05:48:19.024000+00:00|2022-03-11T05:46:41.024000+00:00|2022-03-16T05:46:39.024000+00:00|2022-03-21T05:46:41.024000+00:00|2022-03-26T05:46:39.024000+00:00|2022-03-31T05:46:41.024000+00:00|2022-04-05T05:46:39.024000+00:00|2022-04-10T05:46:41.024000+00:00,S2B_MSIL2A_20220224T054819_R048_T43SDA_20240515T233430|S2A_MSIL2A_20220311T054641_R048_T43SDA_20220312T030037|S2B_MSIL2A_20220316T054639_R048_T43SDA_20240524T004919|S2A_MSIL2A_20220321T054641_R048_T43SDA_20240522T053656|S2B_MSIL2A_20220326T054639_R048_T43SDA_20220326T141901|S2A_MSIL2A_20220331T054641_R048_T43SDA_20240522T143246|S2B_MSIL2A_20220405T054639_R048_T43SDA_20240525T044220|S2A_MSIL2A_20220410T054641_R048_T43SDA_20220411T033725,2022-03-14|2022-03-22|2022-03-30|2022-04-07,2018|2019|2020|2021,8d497050cc976bd0d126634d84f25ae659d2a4739a1c67f8ee3735571fcca08b
2022-04-18,test,shisper_2022_glof,1.0,2022-05-07,2022-05-07,62,2022-03-11T05:46:41.024000+00:00|2022-03-16T05:46:39.024000+00:00|2022-03-21T05:46:41.024000+00:00|2022-03-26T05:46:39.024000+00:00|2022-03-31T05:46:41.024000+00:00|2022-04-05T05:46:39.024000+00:00|2022-04-10T05:46:41.024000+00:00|2022-04-15T05:46:39.024000+00:00,S2A_MSIL2A_20220311T054641_R048_T43SDA_20220312T030037|S2B_MSIL2A_20220316T054639_R048_T43SDA_20240524T004919|S2A_MSIL2A_20220321T054641_R048_T43SDA_20240522T053656|S2B_MSIL2A_20220326T054639_R048_T43SDA_20220326T141901|S2A_MSIL2A_20220331T054641_R048_T43SDA_20240522T143246|S2B_MSIL2A_20220405T054639_R048_T43SDA_20240525T044220|S2A_MSIL2A_20220410T054641_R048_T43SDA_20220411T033725|S2B_MSIL2A_20220415T054639_R048_T43SDA_20240607T063402,2022-03-22|2022-03-30|2022-04-07|2022-04-15,2018|2019|2020|2021,f513078dfd3463c4985784160906508bd6adc16284fe7582ad4654d45c853411
2022-04-26,test,shisper_2022_glof,1.0,2022-05-07,2022-05-07,62,2022-03-11T05:46:41.024000+00:00|2022-03-16T05:46:39.024000+00:00|2022-03-21T05:46:41.024000+00:00|2022-03-26T05:46:39.024000+00:00|2022-03-31T05:46:41.024000+00:00|2022-04-05T05:46:39.024000+00:00|2022-04-10T05:46:41.024000+00:00|2022-04-15T05:46:39.024000+00:00|2022-04-20T05:46:41.024000+00:00,S2A_MSIL2A_20220311T054641_R048_T43SDA_20220312T030037|S2B_MSIL2A_20220316T054639_R048_T43SDA_20240524T004919|S2A_MSIL2A_20220321T054641_R048_T43SDA_20240522T053656|S2B_MSIL2A_20220326T054639_R048_T43SDA_20220326T141901|S2A_MSIL2A_20220331T054641_R048_T43SDA_20240522T143246|S2B_MSIL2A_20220405T054639_R048_T43SDA_20240525T044220|S2A_MSIL2A_20220410T054641_R048_T43SDA_20220411T033725|S2B_MSIL2A_20220415T054639_R048_T43SDA_20240607T063402|S2A_MSIL2A_20220420T054641_R048_T43SDA_20220420T160634,2022-03-30|2022-04-07|2022-04-15|2022-04-23,2018|2019|2020|2021,624992a546cf5e852cbcea79e50d1fa9e84cda85e378be6ba5ffad7a0ced4f79
2022-05-04,test,shisper_2022_glof,1.0,2022-05-07,2022-05-07,62,2022-03-21T05:46:41.024000+00:00|2022-03-26T05:46:39.024000+00:00|2022-03-31T05:46:41.024000+00:00|2022-04-05T05:46:39.024000+00:00|2022-04-10T05:46:41.024000+00:00|2022-04-15T05:46:39.024000+00:00|2022-04-20T05:46:41.024000+00:00|2022-04-30T05:46:41.024000+00:00,S2A_MSIL2A_20220321T054641_R048_T43SDA_20240522T053656|S2B_MSIL2A_20220326T054639_R048_T43SDA_20220326T141901|S2A_MSIL2A_20220331T054641_R048_T43SDA_20240522T143246|S2B_MSIL2A_20220405T054639_R048_T43SDA_20240525T044220|S2A_MSIL2A_20220410T054641_R048_T43SDA_20220411T033725|S2B_MSIL2A_20220415T054639_R048_T43SDA_20240607T063402|S2A_MSIL2A_20220420T054641_R048_T43SDA_20220420T160634|S2A_MSIL2A_20220430T054641_R048_T43SDA_20220520T055053,2022-04-07|2022-04-15|2022-04-23|2022-05-01,2018|2019|2020|2021,cf6efb7c0c2e85c63f729026647feec900ad1aa69be40a1cce7a321c37a56b60
